citation_target_id	normalized_source_key	matched_local_file_id	matched_batch_id	matched_file_name	matched_canonical_file_name	matched_ocr_text_path	matched_metadata_path	match_status	match_confidence	match_basis	ocr_status	needs_ocr	needs_manual_file_hunt	notes
corpus-citation-target-0332	fam-raw-luce-obep-1							no_local_candidate_found	low			false	true	
corpus-citation-target-0333	fam-raw-mm-3							no_local_candidate_found	low			false	true	
corpus-citation-target-0334	fam-raw-myaketu-nandhale-hmattan							no_local_candidate_found	low			false	true	
corpus-citation-target-0335	fam-raw-nce-list-216							no_local_candidate_found	low			false	true	
corpus-citation-target-0336	fam-raw-not-in-u-min-hswe							no_local_candidate_found	low			false	true	
corpus-citation-target-0337	fam-raw-other-copies-are-list-148							no_local_candidate_found	low			false	true	
corpus-citation-target-0338	fam-raw-partly-in-list							no_local_candidate_found	low			false	true	
corpus-citation-target-0339	fam-raw-partly-list-116							no_local_candidate_found	low			false	true	
corpus-citation-target-0340	fam-raw-picture-archdept-on-file							no_local_candidate_found	low			false	true	
corpus-citation-target-0341	fam-raw-ref-pl-i-73							no_local_candidate_found	low			false	true	
corpus-citation-target-0342	fam-raw-rsasb-1912							no_local_candidate_found	low			false	true	
corpus-citation-target-0343	fam-raw-rsasb-1915							no_local_candidate_found	low			false	true	
corpus-citation-target-0344	fam-raw-rsasb-1926							no_local_candidate_found	low			false	true	
corpus-citation-target-0345	fam-raw-rsasb-926-and-app-g							no_local_candidate_found	low			false	true	
corpus-citation-target-0346	fam-raw-similar-but-incomplete-version-pl-ii-144							no_local_candidate_found	low			false	true	
corpus-citation-target-0347	fam-raw-strachan-pagan							no_local_candidate_found	low			false	true	
corpus-citation-target-0348	fam-raw-than-tun-hnaung-dwe							multiple_candidates	medium			false	false	Multiple JBRS candidates scored equally on author/year/title overlap.
corpus-citation-target-0349	fam-raw-u-maung-maung-lat-nos-1-2							no_local_candidate_found	low			false	true	
corpus-citation-target-0350	fam-raw-u-nyein-maung-s-update-to-obi-5-htupayon							no_local_candidate_found	low			false	true	
corpus-citation-target-0351	fam-raw-u-nyein-maung-she-haung-pancama-twe-nauk-hset-twe							no_local_candidate_found	low			false	true	
corpus-citation-target-0352	fam-raw-ub1							no_local_candidate_found	low			false	true	
corpus-citation-target-0353	fam-raw-unknown							no_local_candidate_found	low			false	true	
corpus-citation-target-0354	fraschBaganEpigraphicDatabasePartA							no_local_candidate_found	low			false	true	
corpus-citation-target-0355	fraschBaganEpigraphicDatabasePartB							no_local_candidate_found	low			false	true	
corpus-citation-target-0356	gHLuceNotebookD							multiple_candidates	medium			false	false	Multiple JBRS candidates scored equally on author/year/title overlap.
corpus-citation-target-0357	gHLuceNotebookJ							multiple_candidates	medium			false	false	Multiple JBRS candidates scored equally on author/year/title overlap.
corpus-citation-target-0358	harvey1925historyBurma							no_local_candidate_found	low			false	true	
corpus-citation-target-0359	htway1974oldest	tin_htway_1974_oldest_burmese_inscriptio-026cc9578084		Tin Htway 1974 Oldest Burmese Inscription.pdf	Tin Htway 1974 Oldest Burmese Inscription.pdf			needs_ocr	high	source_library:Shared local-authority tokens: htway, oldest, tin		true	false	
corpus-citation-target-0360	journalBurmaResearchSociety							no_local_candidate_found	low			false	true	
corpus-citation-target-0361	journalRoyalAsiaticSociety							no_local_candidate_found	low			false	true	
corpus-citation-target-0362	luce197615th	luce_and_tin_htway_1976_15th_century_ins-ff06c93703ea		Luce and Tin Htway 1976 15th Century Inscription and Library at Pagan.pdf	Luce and Tin Htway 1976 15th Century Inscription and Library at Pagan.pdf			needs_ocr	high	source_library:Shared local-authority tokens: 15th, century, htway, library, luce, tin		true	false	
corpus-citation-target-0363	lucePeMaungTinInscriptionsOfBurma	pe_maung_tin_luce_1960_glass_palace_chro-3f81fffbb8f6		Pe Maung Tin & Luce 1960 Glass Palace Chronicles.pdf	Pe Maung Tin & Luce 1960 Glass Palace Chronicles.pdf			needs_ocr	high	source_library:Shared local-authority tokens: luce, maung, tin		true	false	
corpus-citation-target-0364	lwin1989rajakumars							multiple_candidates	medium			false	false	Multiple JBRS candidates scored equally on author/year/title overlap.
corpus-citation-target-0365	mandalayPalaceStoneCollection							no_local_candidate_found	low			false	true	
corpus-citation-target-0366	mmSourceFamily							no_local_candidate_found	low			false	true	
corpus-citation-target-0367	oldBurmeseInscriptions	frasch_1996_pagan_machineenglishtranslat-6f1791859aa4		Frasch-1996-Pagan-MachineEnglishTranslation-OLD-VERSION.pdf	Frasch-1996-Pagan-MachineEnglishTranslation-OLD-VERSION.pdf			needs_ocr	medium	source_library:Shared local-authority tokens: frasch, old		true	false	
corpus-citation-target-0368	ppaCatalogue	022245-d96384af909d	jbrs-ocr-0123	CD-ASI-1909.pdf	1909-annual-report-9-archaeological-survey-of-india.pdf	data/working/ocr/jbrs/text/022245-d96384af909d.txt	data/working/ocr/jbrs/metadata/022245-d96384af909d.json	already_ocr_available	medium	jbrs_ocr_index:author:archaeological,survey	completed	false	false	
corpus-citation-target-0369	rayTheravadaBuddhism							no_local_candidate_found	low			false	true	
corpus-citation-target-0370	rdasbSourceFamily							no_local_candidate_found	low			false	true	
corpus-citation-target-0371	sipSelectionsPagan							multiple_candidates	medium			false	false	Multiple JBRS candidates scored equally on author/year/title overlap.
corpus-citation-target-0372	tnInscriptionsPaganPinyaAva							no_local_candidate_found	low			false	true	
corpus-citation-target-0373	uKyawBaganMinsa							no_local_candidate_found	low			false	true	
corpus-citation-target-0374	uMinHsweSourceFamily							no_local_candidate_found	low			false	true	
corpus-citation-target-0375	uPeMaungTin1966myazediInscription	pe_maung_tin_luce_1960_glass_palace_chro-3f81fffbb8f6		Pe Maung Tin & Luce 1960 Glass Palace Chronicles.pdf	Pe Maung Tin & Luce 1960 Glass Palace Chronicles.pdf			needs_ocr	medium	source_library:Shared local-authority tokens: maung, tin		true	false	
corpus-citation-target-0376	uThaMyat1958paliVersionMyazedi	ib_ccclxi_myazedi_pali-b16e2d2e1d06		IB_CCCLXI_Myazedi-Pali.pdf	IB_CCCLXI_Myazedi-Pali.pdf			needs_ocr	medium	source_library:Shared local-authority tokens: myazedi, pali		true	false	
corpus-citation-target-0377	ubSourceFamily							no_local_candidate_found	low			false	true	
corpus-citation-target-0378	uemSelectionsPagan							multiple_candidates	medium			false	false	Multiple JBRS candidates scored equally on author/year/title overlap.
